alias,numcoffeemen,numreviews,fraccof
for-five-coffee-roasters-new-york-2,89.0,101,0.8811881188118812
for-five-coffee-roasters-new-york-9,8.0,11,0.7272727272727273
frame-gourmet-eatery-new-york,8.0,40,0.2
frenchy-coffee-nyc-new-york,70.0,86,0.813953488372093
fresh-food-corner-new-york,0.0,15,0.0
friends-café-and-deli-new-york-2,0.0,1,0.0
frisson-espresso-new-york,96.0,101,0.9504950495049505
future-you-café-new-york,36.0,40,0.9
gasoline-alley-coffee-new-york,14.0,20,0.7
gasoline-alley-coffee-new-york-2,74.0,80,0.925
gasoline-alley-coffee-new-york-3,39.0,44,0.8863636363636364
gasoline-alley-coffee-new-york-4,7.0,8,0.875
gc-egg-rolls-house-new-york,7.0,25,0.28
giacomo-s-new-york,11.0,36,0.3055555555555556
go-cups-new-york,5.0,76,0.06578947368421052
golden-carriage-bakery-new-york,1.0,1,1.0
golden-manna-bakery-new-york,8.0,35,0.22857142857142856
golden-steamer-new-york,15.0,60,0.25
gong-cha-soho-new-york,0.0,15,0.0
good-tea-water-new-york-3,0.0,1,0.0
good-thanks-nyc-new-york,44.0,100,0.44
gotan-chelsea-new-york-4,21.0,44,0.4772727272727273
gotan-midtown-new-york-2,43.0,102,0.4215686274509804
gotham-cafe-new-york,61.0,100,0.61
grab-and-go-new-york,3.0,26,0.11538461538461539
grace-street-new-york,38.0,116,0.3275862068965517
grandlo-cafe-new-york-3,33.0,47,0.7021276595744681
greca-new-york-3,17.0,52,0.3269230769230769
green-e-tea-new-york,0.0,5,0.0
gregorys-coffee-brooklyn-2,45.0,57,0.7894736842105263
gregorys-coffee-new-york,85.0,101,0.8415841584158416
gregorys-coffee-new-york-10,50.0,63,0.7936507936507936
gregorys-coffee-new-york-12,82.0,101,0.8118811881188119
gregorys-coffee-new-york-14,29.0,40,0.725
gregorys-coffee-new-york-17,63.0,86,0.7325581395348837
gregorys-coffee-new-york-18,79.0,100,0.79
gregorys-coffee-new-york-19,59.0,79,0.7468354430379747
gregorys-coffee-new-york-2,82.0,101,0.8118811881188119
gregorys-coffee-new-york-20,87.0,102,0.8529411764705882
gregorys-coffee-new-york-21,76.0,94,0.8085106382978723
gregorys-coffee-new-york-22,35.0,46,0.7608695652173914
gregorys-coffee-new-york-23,60.0,75,0.8
gregorys-coffee-new-york-24,33.0,40,0.825
gregorys-coffee-new-york-26,24.0,34,0.7058823529411765
gregorys-coffee-new-york-29,22.0,30,0.7333333333333333
gregorys-coffee-new-york-3,77.0,101,0.7623762376237624
gregorys-coffee-new-york-31,36.0,44,0.8181818181818182
gregorys-coffee-new-york-32,36.0,48,0.75
gregorys-coffee-new-york-36,5.0,7,0.7142857142857143
gregorys-coffee-new-york-4,81.0,100,0.81
gregorys-coffee-new-york-5,72.0,100,0.72
gregorys-coffee-new-york-6,69.0,87,0.7931034482758621
gregorys-coffee-new-york-8,82.0,101,0.8118811881188119
gregorys-coffee-new-york-9,61.0,73,0.8356164383561644
ground-central-new-york,87.0,102,0.8529411764705882
ground-central-new-york-3,89.0,101,0.8811881188118812
ground-central-new-york-4,94.0,101,0.9306930693069307
ground-central-new-york-5,91.0,100,0.91
ground-central-new-york-7,2.0,2,1.0
ground-support-new-york,89.0,104,0.8557692307692307
grounded-new-york,41.0,51,0.803921568627451
gs-cafe-new-york,3.0,3,1.0
guggenheim-museum-cafe-new-york,11.0,18,0.6111111111111112
guy-and-gallard-new-york-178,1.0,2,0.5
guy-and-gallard-new-york-7,11.0,40,0.275
gypsy-tea-kettle-new-york,0.0,1,0.0
handcraft-coffee-new-york-2,80.0,100,0.8
happy-bones-nyc-new-york,100.0,110,0.9090909090909091
harbs-new-york-13,26.0,102,0.2549019607843137
harbs-new-york-2,9.0,40,0.225
harbs-upper-east-side-new-york-2,18.0,100,0.18
harney-and-sons-soho-new-york,16.0,60,0.26666666666666666
hawa-smoothies-and-bubble-tea-new-york,1.0,40,0.025
healthy-market-new-york,0.0,11,0.0
heart-of-tea-manhattan,0.0,1,0.0
herb-nkitchen-new-york,0.0,1,0.0
hex-and-company-new-york,22.0,50,0.44
hex-and-company-new-york-2,7.0,21,0.3333333333333333
hi-collar-new-york-2,35.0,60,0.5833333333333334
high-street-on-hudson-new-york,6.0,40,0.15
hiline-coffee-new-york-6,79.0,102,0.7745098039215687
homefront-deli-new-york-2,2.0,40,0.05
hotel-chocolat-new-york,4.0,40,0.1
hungarian-pastry-shop-new-york,28.0,60,0.4666666666666667
hungry-ghost-coffee-new-york,10.0,15,0.6666666666666666
hutch-and-waldo-new-york,63.0,100,0.63
i-milky-沐白-new-york,9.0,40,0.225
iconic-cafe-new-york-5,24.0,36,0.6666666666666666
iconic-cafe-new-york-7,2.0,8,0.25
idea-coffee-new-york-2,73.0,100,0.73
imogene-boutique-new-york,0.0,2,0.0
intelligentsia-coffee-new-york-3,92.0,100,0.92
interlude-coffee-and-tea-new-york,40.0,47,0.851063829787234
intersect-by-lexus-nyc-new-york,9.0,40,0.225
inès-new-york-2,66.0,92,0.717391304347826
inès-new-york-4,1.0,1,1.0
irving-farm-new-york-new-york-10,77.0,100,0.77
irving-farm-new-york-new-york-11,30.0,34,0.8823529411764706
irving-farm-new-york-new-york-12,75.0,100,0.75
irving-farm-new-york-new-york-13,87.0,102,0.8529411764705882
irving-farm-new-york-new-york-14,73.0,85,0.8588235294117647
irving-farm-new-york-new-york-18,5.0,5,1.0
isadoras-cafe-new-york,10.0,40,0.25
ito-en-brooklyn,1.0,7,0.14285714285714285
jacks-stir-brew-coffee-new-york-16,6.0,8,0.75
jackss-coffee-new-york,1.0,1,1.0
jakes-the-knick-new-york,5.0,7,0.7142857142857143
java-girl-new-york,90.0,100,0.9
java-works-new-york,1.0,1,1.0
jimmys-cafe-new-york-2,1.0,1,1.0
jimoto-tea-manhattan-2,0.0,2,0.0
jj-brown-cup-new-york,62.0,100,0.62
joe-and-the-juice-new-york,16.0,60,0.26666666666666666
joe-and-the-juice-new-york-13,32.0,106,0.3018867924528302
joe-and-the-juice-new-york-20,42.0,88,0.4772727272727273
joe-and-the-juice-new-york-24,29.0,77,0.37662337662337664
joe-and-the-juice-new-york-25,23.0,71,0.323943661971831
joe-and-the-juice-new-york-26,16.0,33,0.48484848484848486
joe-and-the-juice-new-york-3,16.0,54,0.2962962962962963
joe-and-the-juice-new-york-31,11.0,29,0.3793103448275862
joe-and-the-juice-new-york-33,2.0,22,0.09090909090909091
joe-and-the-juice-new-york-34,19.0,30,0.6333333333333333
joe-and-the-juice-new-york-35,7.0,19,0.3684210526315789
joe-and-the-juice-new-york-36,7.0,24,0.2916666666666667
joe-and-the-juice-new-york-37,5.0,14,0.35714285714285715
joe-and-the-juice-new-york-39,6.0,10,0.6
joe-and-the-juice-new-york-40,6.0,18,0.3333333333333333
joe-and-the-juice-new-york-5,38.0,103,0.36893203883495146
joe-and-the-juice-new-york-9,40.0,102,0.39215686274509803
joe-coffee-company-brooklyn-2,37.0,46,0.8043478260869565
joe-coffee-company-new-york,4.0,5,0.8
joe-coffee-company-new-york-12,4.0,4,1.0
joe-coffee-company-new-york-13,13.0,15,0.8666666666666667
joe-coffee-company-new-york-14,23.0,23,1.0
joe-coffee-company-new-york-15,20.0,21,0.9523809523809523
joe-coffee-company-new-york-19,1.0,1,1.0
joe-coffee-company-new-york-2,88.0,101,0.8712871287128713
joe-coffee-company-new-york-3,93.0,102,0.9117647058823529
joe-coffee-company-new-york-4,86.0,100,0.86
joe-coffee-company-new-york-5,92.0,100,0.92
joe-coffee-company-new-york-6,87.0,100,0.87
joe-coffee-company-new-york-7,93.0,100,0.93
joe-coffee-company-new-york-9,90.0,100,0.9
joe-coffee-company-pro-shop-new-york,48.0,54,0.8888888888888888
joe-coffee-new-york-28,1.0,1,1.0
joe-coffee-new-york-8,94.0,104,0.9038461538461539
joes-coffee-new-york,3.0,5,0.6
johns-coffee-shop-new-york-8,34.0,100,0.34
juan-valdez-cafe-new-york,86.0,101,0.8514851485148515
judys-spanish-restaurant-new-york-2,12.0,100,0.12
juice-and-joy-organic-coffee-new-york,14.0,24,0.5833333333333334
juice-press-brooklyn-heights,2.0,19,0.10526315789473684
juice-press-new-york,2.0,40,0.05
juice-press-new-york-21,3.0,39,0.07692307692307693
juicy-cube-new-york,1.0,40,0.025
juicy-lucy-juice-bar-new-york,2.0,40,0.05
juicy-spot-cafe-new-york-2,3.0,60,0.05
juliano-gourmet-coffee-new-york,89.0,100,0.89
kabisera-new-york-2,48.0,60,0.8
kafeneo-new-york,3.0,5,0.6
kaffe-1668-new-york-2,1.0,1,1.0
kaffe-1668-new-york-3,74.0,100,0.74
kaffe-1668-new-york-4,27.0,32,0.84375
kaffe-1668-south-new-york,92.0,112,0.8214285714285714
kaffe-a-kaffe-new-york-2,9.0,11,0.8181818181818182
kafi-new-york,2.0,2,1.0
kafi-new-york-2,1.0,1,1.0
kahve-new-york-4,70.0,78,0.8974358974358975
kaigo-coffee-room-brooklyn-4,45.0,52,0.8653846153846154
kaigo-coffee-room-new-york-4,96.0,106,0.9056603773584906
kam-hing-coffee-shop-new-york-2,39.0,108,0.3611111111111111
kava-cafe-new-york,89.0,100,0.89
king-of-greene-street-cafe-manhattan,1.0,1,1.0
kings-street-coffee-new-york,83.0,97,0.8556701030927835
knave-new-york,39.0,101,0.38613861386138615
kobrick-coffee-new-york,33.0,40,0.825
kodawari-coffee-new-york,26.0,31,0.8387096774193549
kofi-coffee-and-bakery-new-york,2.0,2,1.0
kona-coffee-and-company-new-york,37.0,40,0.925
konditori-new-york-10,2.0,3,0.6666666666666666
konditori-new-york-8,41.0,54,0.7592592592592593
korean-red-ginseng-new-york-2,28.0,46,0.6086956521739131
kossars-new-york,6.0,60,0.1
krispy-kreme-new-york-4,5.0,40,0.125
krispy-kreme-new-york-6,3.0,30,0.1
kudo-beans-new-york-3,3.0,3,1.0
kung-fu-tea-new-york-10,1.0,40,0.025
kung-fu-tea-new-york-17,7.0,100,0.07
kung-fu-tea-new-york-18,0.0,40,0.0
kung-fu-tea-new-york-2,1.0,60,0.016666666666666666
kung-fu-tea-new-york-25,2.0,40,0.05
kung-fu-tea-new-york-31,2.0,60,0.03333333333333333
kung-fu-tea-new-york-35,2.0,40,0.05
kung-fu-tea-new-york-36,0.0,6,0.0
kuro-kuma-espresso-and-coffee-new-york,92.0,100,0.92
kuro-obi-canal-street-market-new-york,0.0,40,0.0
kusmi-tea-new-york-2,2.0,18,0.1111111111111111
kusmi-tea-new-york-4,0.0,9,0.0
l-a-burdick-handmade-chocolates-new-york-5,7.0,40,0.175
la-bella-ferrara-cafe-new-york,10.0,60,0.16666666666666666
la-colombe-coffee-new-york,99.0,111,0.8918918918918919
la-colombe-coffee-new-york-2,98.0,103,0.9514563106796117
la-colombe-coffee-new-york-3,89.0,101,0.8811881188118812
la-colombe-coffee-new-york-4,56.0,60,0.9333333333333333
la-colombe-coffee-new-york-5,76.0,88,0.8636363636363636
la-colombe-coffee-new-york-6,59.0,71,0.8309859154929577
la-colombe-coffee-new-york-7,45.0,50,0.9
la-colombe-coffee-new-york-8,90.0,101,0.8910891089108911
la-maison-du-macaron-new-york,41.0,102,0.4019607843137255
labella-ferrara-cafe-new-york,0.0,6,0.0
laishas-coffee-shop-west-new-york,4.0,7,0.5714285714285714
lamano-new-york,3.0,99,0.030303030303030304
landmark-coffee-shop-new-york,5.0,40,0.125
latte-art-new-york,88.0,100,0.88
laughing-man-coffee-and-tea-new-york-3,88.0,100,0.88
lavatera-grill-dumbo-brooklyn,0.0,14,0.0
lavazza-café-new-york,57.0,73,0.7808219178082192
lavazza-premium-coffees-new-york-2,3.0,3,1.0
le-cafe-coffee-new-york-10,10.0,12,0.8333333333333334
le-cafe-coffee-new-york-11,4.0,6,0.6666666666666666
le-cafe-coffee-new-york-4,34.0,40,0.85
le-café-coffee-new-york-2,97.0,105,0.9238095238095239
le-glacier-manhattan,0.0,2,0.0
le-moulin-a-cafe-new-york,45.0,100,0.45
le-pain-quotidien-brooklyn-7,30.0,102,0.29411764705882354
le-pain-quotidien-new-york-124,19.0,80,0.2375
le-pain-quotidien-new-york-126,30.0,100,0.3
le-pain-quotidien-new-york-130,26.0,100,0.26
le-pain-quotidien-new-york-131,36.0,100,0.36
le-pain-quotidien-new-york-132,5.0,20,0.25
le-pain-quotidien-new-york-134,34.0,102,0.3333333333333333
le-pain-quotidien-new-york-135,23.0,61,0.3770491803278688
le-pain-quotidien-new-york-136,23.0,100,0.23
le-pain-quotidien-new-york-139,33.0,100,0.33
le-pain-quotidien-new-york-141,27.0,99,0.2727272727272727
le-pain-quotidien-new-york-142,8.0,40,0.2
le-pain-quotidien-new-york-144,32.0,100,0.32
le-pain-quotidien-new-york-145,29.0,100,0.29
le-pain-quotidien-new-york-146,11.0,40,0.275
le-pain-quotidien-new-york-147,11.0,40,0.275
le-pain-quotidien-new-york-150,12.0,31,0.3870967741935484
le-pain-quotidien-new-york-152,6.0,40,0.15
le-pain-quotidien-new-york-153,11.0,40,0.275
le-pain-quotidien-new-york-154,38.0,100,0.38
le-pain-quotidien-new-york-158,16.0,47,0.3404255319148936
le-pain-quotidien-new-york-159,6.0,40,0.15
le-pain-quotidien-new-york-160,34.0,100,0.34
le-pain-quotidien-new-york-162,28.0,101,0.27722772277227725
le-pain-quotidien-new-york-170,0.0,1,0.0
le-pain-quotidien-new-york-171,6.0,11,0.5454545454545454
le-petit-parisien-new-york,6.0,40,0.15
le-reveil-coffee-new-york-3,72.0,100,0.72
lenwich-new-york-33,0.0,3,0.0
leonidas-new-york-3,37.0,68,0.5441176470588235
leos-bagels-new-york,6.0,40,0.15
levain-bakery-new-york-5,11.0,100,0.11
lil-jays-new-york,2.0,2,1.0
little-bean-coffee-new-york,76.0,87,0.8735632183908046
little-brown-chocolate-bakery-and-coffee-new-york,1.0,5,0.2
little-canal-new-york-2,78.0,100,0.78
little-collins-new-york-3,61.0,100,0.61
little-collins-new-york-4,6.0,7,0.8571428571428571
little-cupcake-bakeshop-new-york-2,8.0,60,0.13333333333333333
lizs-place-new-york,4.0,5,0.8
lollino-gelateria-and-espresso-bar-new-york-4,7.0,40,0.175
lower-east-side-coffee-shop-new-york,11.0,40,0.275
lroom-cafe-new-york-2,50.0,112,0.44642857142857145
lucid-café-new-york-4,89.0,102,0.8725490196078431
lucky-seven-bakery-new-york,0.0,1,0.0
ludlow-coffee-supply-new-york,54.0,56,0.9642857142857143
luna-coffee-shop-new-york,78.0,102,0.7647058823529411
lülü-coffee-co-new-york-23,99.0,100,0.99
lēna-coffee-bar-new-york,76.0,100,0.76
macao-imperial-tea-new-york,1.0,40,0.025
macao-imperial-tea-new-york-2,2.0,40,0.05
macaron-parlour-new-york-3,7.0,60,0.11666666666666667
macaron-parlour-new-york-5,26.0,92,0.2826086956521739
macc-new-york,5.0,10,0.5
macchiato-espresso-bar-new-york,82.0,100,0.82
macchiato-espresso-bar-new-york-6,6.0,8,0.75
made-by-pauline-new-york-2,1.0,20,0.05
made-fresh-daily-new-york,27.0,100,0.27
mademoiselle-new-york-2,2.0,2,1.0
madman-espresso-new-york-4,86.0,101,0.8514851485148515
madman-espresso-new-york-5,63.0,76,0.8289473684210527
magazine-cafe-new-york,11.0,26,0.4230769230769231
mah-ze-dahr-bakery-new-york,17.0,56,0.30357142857142855
maison-kayser-new-york-2,32.0,101,0.31683168316831684
maison-kayser-new-york-29,43.0,100,0.43
maison-kayser-new-york-32,35.0,91,0.38461538461538464
maison-kayser-new-york-36,16.0,45,0.35555555555555557
maison-kayser-new-york-7,33.0,100,0.33
malaparte-new-york,2.0,40,0.05
malibu-diner-new-york,6.0,40,0.15
mama-eatery-new-york,2.0,40,0.05
mama-jos-breakfast-cart-new-york-2,16.0,37,0.43243243243243246
maman-new-york-10,0.0,1,0.0
maman-new-york-8,1.0,2,0.5
maman-new-york-9,19.0,29,0.6551724137931034
maman-nomad-new-york,56.0,102,0.5490196078431373
manhattan-espresso-cafe-new-york,66.0,77,0.8571428571428571
mannys-gourmet-new-york,0.0,3,0.0
manon-café-new-york-2,40.0,46,0.8695652173913043
mapi-espresso-and-sandwich-bar-new-york,19.0,38,0.5
mariebelle-new-york-3,17.0,60,0.2833333333333333
masseria-caffé-and-bakery-new-york-3,40.0,53,0.7547169811320755
matchabar-soho-new-york,24.0,44,0.5454545454545454
matchaful-new-york-5,36.0,69,0.5217391304347826
matto-espresso-new-york-13,19.0,28,0.6785714285714286
matto-espresso-new-york-14,66.0,83,0.7951807228915663
matto-espresso-new-york-15,48.0,70,0.6857142857142857
matto-espresso-new-york-16,57.0,72,0.7916666666666666
matto-espresso-new-york-17,49.0,70,0.7
matto-espresso-new-york-18,39.0,48,0.8125
matto-espresso-new-york-2,19.0,22,0.8636363636363636
matto-espresso-new-york-20,23.0,32,0.71875
matto-espresso-new-york-21,12.0,12,1.0
matto-espresso-new-york-3,36.0,41,0.8780487804878049
mcdonalds-new-york-100,1.0,40,0.025
mcdonalds-new-york-104,1.0,40,0.025
mcdonalds-new-york-105,3.0,40,0.075
mcdonalds-new-york-106,8.0,40,0.2
mcdonalds-new-york-110,1.0,34,0.029411764705882353
mcdonalds-new-york-112,2.0,40,0.05
mcdonalds-new-york-124,5.0,40,0.125
mcdonalds-new-york-129,0.0,18,0.0
mcdonalds-new-york-137,0.0,40,0.0
mcdonalds-new-york-139,7.0,40,0.175
mcdonalds-new-york-144,1.0,20,0.05
mcdonalds-new-york-146,4.0,40,0.1
mcdonalds-new-york-149,2.0,40,0.05
mcdonalds-new-york-150,1.0,40,0.025
mcdonalds-new-york-151,2.0,40,0.05
mcdonalds-new-york-386,2.0,40,0.05
mcdonalds-new-york-389,0.0,24,0.0
mcdonalds-new-york-393,7.0,32,0.21875
mcdonalds-new-york-395,0.0,40,0.0
mcdonalds-new-york-411,3.0,30,0.1
mcdonalds-new-york-419,5.0,35,0.14285714285714285
mcdonalds-new-york-427,4.0,40,0.1
mcdonalds-new-york-429,2.0,20,0.1
mcdonalds-new-york-430,4.0,40,0.1
mcnally-jackson-new-york,65.0,106,0.6132075471698113
mcnultys-tea-and-coffee-co-new-york,32.0,49,0.6530612244897959
melissas-gourmet-new-york,5.0,52,0.09615384615384616
mellow-yellow-new-york-3,49.0,100,0.49
merriweather-coffee-kitchen-new-york,73.0,90,0.8111111111111111
mia-s-bakery-new-york,0.0,40,0.0
milk-bar-mini-fidi-new-york-2,2.0,40,0.05
mille-feuille-bakery-new-york-2,12.0,60,0.2
mille-feuille-bakery-new-york-3,58.0,100,0.58
milo-coffee-shop-new-york,1.0,1,1.0
mocha-coffee-and-juice-bar-new-york,6.0,7,0.8571428571428571
moge-tee-new-york-3,2.0,40,0.05
mona-kitchen-and-market-new-york,12.0,37,0.32432432432432434
morning-star-cafe-midtown,0.0,1,0.0
mos-express-coffee-and-tea-bar-new-york,0.0,1,0.0
msnbc-com-digital-cafe-manhattan,3.0,4,0.75
mud-new-york-3,43.0,60,0.7166666666666667
mudcoffee-truck-new-york,4.0,5,0.8
mudpark-new-york,32.0,35,0.9142857142857143
murray-hill-market-new-york,3.0,40,0.075
möge-tee-fifth-ave-new-york-2,2.0,21,0.09523809523809523
möge-tee-greenwich-village-new-york-4,2.0,20,0.1
national-coffee-association-of-usa-new-york,1.0,1,1.0
native-bean-new-york-2,18.0,40,0.45
natura-cafè-new-york-2,4.0,9,0.4444444444444444
natural-food-deli-new-york,1.0,3,0.3333333333333333
nectar-coffee-shop-new-york,38.0,83,0.4578313253012048
neighborliness-bakery-manhattan,1.0,3,0.3333333333333333
nespresso-boutique-at-bloomingdales-new-york,12.0,22,0.5454545454545454
nespresso-boutique-at-macys-new-york,20.0,36,0.5555555555555556
nespresso-boutique-at-sur-la-table-new-york,6.0,10,0.6
nespresso-boutique-new-york-6,72.0,100,0.72
nespresso-boutique-new-york-7,77.0,100,0.77
new-york-sweets-new-york,11.0,40,0.275
news-bar-cafe-new-york,26.0,40,0.65
niforos-corner-long-island-city,4.0,28,0.14285714285714285
ninos-coffee-and-grill-new-york,4.0,10,0.4
ninth-street-espresso-new-york-10,9.0,9,1.0
ninth-street-espresso-new-york-3,87.0,100,0.87
ninth-street-espresso-new-york-6,93.0,100,0.93
ninth-street-espresso-new-york-7,39.0,40,0.975
ninth-street-espresso-new-york-8,96.0,101,0.9504950495049505
noglu-new-york,17.0,100,0.17
nordstrom-coffee-bar-temporarily-closed-new-york,1.0,1,1.0
nous-espresso-grad-school-cafe-manhattan,11.0,16,0.6875
now-or-never-new-york-3,7.0,8,0.875
nunu-chocolates-new-york-2,5.0,12,0.4166666666666667
nuts-com-new-york,1.0,16,0.0625
nuts-factory-new-york,8.0,20,0.4
ny-jumbo-bagels-new-york,3.0,40,0.075
oakberry-açaí-bar-new-york-2,0.0,2,0.0
oatmeals-new-york-3,8.0,60,0.13333333333333333
ocafe-new-york,68.0,100,0.68
ocd-cafe-new-york,23.0,33,0.696969696969697
oddfellows-ice-cream-new-york-3,35.0,87,0.40229885057471265
office-coffee-new-york-2,19.0,19,1.0
oh-hot-bagels-long-island-city,2.0,10,0.2
old-country-coffee-new-york,83.0,101,0.8217821782178217
ole-and-steen-new-york,35.0,103,0.33980582524271846
ole-and-steen-new-york-4,46.0,90,0.5111111111111111
oliver-coffee-new-york,23.0,27,0.8518518518518519
olives-new-york-3,10.0,40,0.25
olives-new-york-4,29.0,72,0.4027777777777778
olympias-finest-deli-new-york-5,7.0,50,0.14
omars-new-york-2,5.0,8,0.625
on-off-coffee-new-york,1.0,1,1.0
one-girl-cookies-brooklyn-3,54.0,103,0.5242718446601942
open-kitchen-new-york-4,19.0,101,0.18811881188118812
optimistic-cafe-new-york,42.0,51,0.8235294117647058
orens-daily-roast-new-york-12,43.0,53,0.8113207547169812
orens-daily-roast-new-york-14,16.0,17,0.9411764705882353
orens-daily-roast-new-york-15,2.0,2,1.0
orens-daily-roast-new-york-2,90.0,100,0.9
orens-daily-roast-new-york-5,41.0,49,0.8367346938775511
oslo-coffee-roasters-new-york,87.0,100,0.87
oslo-coffee-roasters-new-york-3,11.0,12,0.9166666666666666
ost-cafe-new-york-3,46.0,59,0.7796610169491526
ovenly-brooklyn,33.0,101,0.32673267326732675
ovenly-new-york-2,1.0,40,0.025
pabade-cafe-and-bakery-new-york-2,24.0,28,0.8571428571428571
padoca-bakery-new-york,39.0,100,0.39
paper-coffee-new-york,86.0,97,0.8865979381443299
paradis-to-go-new-york,28.0,100,0.28
paris-baguette-new-york-10,11.0,40,0.275
paris-baguette-new-york-14,9.0,40,0.225
paris-baguette-new-york-2,10.0,40,0.25
paris-baguette-new-york-24,14.0,27,0.5185185185185185
paris-baguette-new-york-25,6.0,14,0.42857142857142855
paris-baguette-new-york-27,0.0,11,0.0
paris-baguette-new-york-28,5.0,6,0.8333333333333334
paris-baguette-new-york-29,6.0,11,0.5454545454545454
paris-baguette-new-york-30,3.0,6,0.5
paris-baguette-new-york-31,2.0,5,0.4
paris-baguette-new-york-4,35.0,104,0.33653846153846156
paris-baguette-new-york-6,10.0,40,0.25
paris-baguette-new-york-7,35.0,100,0.35
paris-baguette-new-york-9,25.0,100,0.25
parker-west-new-york-4,46.0,56,0.8214285714285714
parliament-coffee-new-york,16.0,18,0.8888888888888888
partners-coffee-new-york-3,90.0,100,0.9
partners-coffee-new-york-4,51.0,56,0.9107142857142857
partybus-bakeshop-new-york,1.0,16,0.0625
pasteles-capy-coffee-shop-new-york,2.0,11,0.18181818181818182
patent-coffee-new-york,54.0,56,0.9642857142857143
patis-new-york,3.0,4,0.75
peaky-barista-new-york,41.0,44,0.9318181818181818
peddler-new-york-3,19.0,24,0.7916666666666666
peddler-new-york-4,4.0,4,1.0
peets-cap-one-new-york,19.0,28,0.6785714285714286
peets-coffee-and-tea-new-york-2,2.0,2,1.0
pennylane-coffee-new-york-2,82.0,100,0.82
periscope-coffee-on-john-street-new-york-4,2.0,2,1.0
perk-kafe-new-york,87.0,101,0.8613861386138614
perk-kafe-new-york-3,90.0,99,0.9090909090909091
perk-kafe-new-york-7,12.0,13,0.9230769230769231
petees-pie-company-new-york,0.0,60,0.0
physical-graffitea-new-york,5.0,40,0.125
pick-a-bagel-new-york-17,4.0,20,0.2
pickler-new-york,7.0,40,0.175
pier-i-cafe-new-york,20.0,100,0.2
pisillo-italian-cafe-new-york-3,23.0,31,0.7419354838709677
pit-stop-new-york,0.0,14,0.0
pizza-plus-new-york-7,0.0,13,0.0
playa-bowls-new-york-2,0.0,27,0.0
polosud-gelato-coffee-pastries-new-york,7.0,60,0.11666666666666667
polosud-gelato-coffee-pastries-new-york-2,0.0,2,0.0
porto-rico-importing-co-new-york-3,35.0,40,0.875
porto-rico-importing-company-new-york-2,54.0,60,0.9
posh-pop-bakeshop-new-york-2,6.0,40,0.15
pret-a-manger-new-york,24.0,87,0.27586206896551724
pret-a-manger-new-york-11,18.0,66,0.2727272727272727
pret-a-manger-new-york-12,35.0,100,0.35
pret-a-manger-new-york-13,28.0,100,0.28
pret-a-manger-new-york-18,22.0,68,0.3235294117647059
pret-a-manger-new-york-21,29.0,101,0.2871287128712871
pret-a-manger-new-york-22,8.0,28,0.2857142857142857
pret-a-manger-new-york-23,15.0,42,0.35714285714285715
pret-a-manger-new-york-26,16.0,42,0.38095238095238093
pret-a-manger-new-york-27,6.0,40,0.15
pret-a-manger-new-york-28,24.0,74,0.32432432432432434
pret-a-manger-new-york-30,13.0,42,0.30952380952380953
