alias,numcoffeemen,numreviews,fraccof
pret-a-manger-new-york-31,13.0,43,0.3023255813953488
pret-a-manger-new-york-37,15.0,30,0.5
pret-a-manger-new-york-39,17.0,51,0.3333333333333333
pret-a-manger-new-york-4,9.0,40,0.225
pret-a-manger-new-york-42,21.0,66,0.3181818181818182
pret-a-manger-new-york-43,26.0,64,0.40625
pret-a-manger-new-york-44,11.0,31,0.3548387096774194
pret-a-manger-new-york-45,3.0,15,0.2
pret-a-manger-new-york-46,16.0,63,0.25396825396825395
pret-a-manger-new-york-47,8.0,40,0.2
pret-a-manger-new-york-48,29.0,90,0.32222222222222224
pret-a-manger-new-york-49,8.0,34,0.23529411764705882
pret-a-manger-new-york-5,40.0,100,0.4
pret-a-manger-new-york-50,17.0,81,0.20987654320987653
pret-a-manger-new-york-51,37.0,91,0.4065934065934066
pret-a-manger-new-york-52,7.0,19,0.3684210526315789
pret-a-manger-new-york-53,27.0,74,0.36486486486486486
pret-a-manger-new-york-54,24.0,70,0.34285714285714286
pret-a-manger-new-york-55,10.0,40,0.25
pret-a-manger-new-york-59,10.0,40,0.25
pret-a-manger-new-york-62,19.0,52,0.36538461538461536
pret-a-manger-new-york-64,10.0,32,0.3125
pret-a-manger-new-york-66,5.0,12,0.4166666666666667
pret-a-manger-new-york-67,9.0,24,0.375
pret-a-manger-new-york-69,27.0,76,0.35526315789473684
pret-a-manger-new-york-7,23.0,77,0.2987012987012987
pret-a-manger-new-york-70,29.0,68,0.4264705882352941
pret-a-manger-new-york-73,14.0,31,0.45161290322580644
pret-a-manger-new-york-74,19.0,51,0.37254901960784315
pret-a-manger-new-york-76,10.0,24,0.4166666666666667
pret-a-manger-new-york-77,9.0,20,0.45
pret-a-manger-new-york-78,9.0,31,0.2903225806451613
pret-a-manger-new-york-79,12.0,29,0.41379310344827586
pret-a-manger-new-york-81,8.0,17,0.47058823529411764
pret-a-manger-new-york-85,7.0,31,0.22580645161290322
pret-a-manger-new-york-87,6.0,17,0.35294117647058826
pret-a-manger-new-york-88,1.0,7,0.14285714285714285
pret-a-manger-new-york-90,1.0,5,0.2
pret-a-manger-new-york-92,5.0,14,0.35714285714285715
pret-a-manger-new-york-94,2.0,8,0.25
pret-a-manger-new-york-95,1.0,1,1.0
pret-a-manger-new-york-96,1.0,5,0.2
primo-cappuccino-new-york,6.0,11,0.5454545454545454
primo-cappucino-new-york,7.0,9,0.7777777777777778
primos-cafe-breakfast-cart-manhattan,0.0,5,0.0
private-barista-new-york-city,7.0,7,1.0
prodigy-coffee-new-york-2,96.0,100,0.96
proof-coffee-roasters-new-york,92.0,100,0.92
proof-coffee-roasters-new-york-5,85.0,99,0.8585858585858586
proof-coffee-roasters-new-york-7,8.0,8,1.0
proper-food-new-york,2.0,23,0.08695652173913043
proper-food-new-york-3,1.0,8,0.125
publique-espresso-bar-new-york,3.0,3,1.0
pura-vita-super-new-york,0.0,6,0.0
quick-stop-new-york-2,6.0,8,0.75
r-and-r-coffee-new-york,84.0,101,0.8316831683168316
r-babury-coffee-cart-manhattan,1.0,1,1.0
ralphs-coffee-new-york-3,21.0,22,0.9545454545454546
ralphs-coffee-new-york-4,33.0,35,0.9428571428571428
ralphs-coffee-new-york-5,17.0,18,0.9444444444444444
ramini-espresso-bar-and-cafe-new-york,89.0,104,0.8557692307692307
rapha-new-york-new-york,19.0,29,0.6551724137931034
rebel-coffee-new-york,89.0,100,0.89
recolte-new-york-2,42.0,100,0.42
red-fleece-cafe-new-york-3,85.0,100,0.85
red-fleece-cafe-new-york-4,12.0,12,1.0
remi-43-new-york-2,4.0,6,0.6666666666666666
remi-flower-and-coffee-new-york-2,94.0,104,0.9038461538461539
rex-new-york-2,75.0,101,0.7425742574257426
reys-deli-new-york,1.0,4,0.25
rise-cafe-delancey-new-york,19.0,26,0.7307692307692307
ritual-kava-new-york,0.0,1,0.0
roastbean-coffee-new-york,13.0,19,0.6842105263157895
roasting-plant-new-york-4,69.0,73,0.9452054794520548
roastown-coffee-new-york,12.0,24,0.5
robusta-espresso-bar-new-york-3,1.0,1,1.0
rohrs-house-of-fine-teas-and-coffees-new-york,1.0,1,1.0
romeo-and-juliet-colombian-coffee-new-york,83.0,100,0.83
round-k-new-york,55.0,60,0.9166666666666666
rubys-cafe-new-york-2,12.0,60,0.2
russ-and-daughters-cafe-new-york-5,22.0,60,0.36666666666666664
sahara-east-new-york-2,3.0,80,0.0375
saigon-shack-new-york,3.0,60,0.05
saltwater-coffee-new-york,36.0,40,0.9
saltwater-coffee-new-york-2,5.0,8,0.625
salvos-family-market-new-york,0.0,3,0.0
sanpanino-new-york,2.0,40,0.05
sant-ambroeus-coffee-bar-at-hanley-new-york-2,17.0,26,0.6538461538461539
sant-ambroeus-coffee-bar-at-loews-regency-hotel-new-york-3,43.0,66,0.6515151515151515
sant-ambroeus-new-york,39.0,100,0.39
sant-ambroeus-west-village-new-york,4.0,40,0.1
saturday-surfer-new-york,4.0,5,0.8
saturdays-nyc-coffee-bar-new-york,69.0,75,0.92
saturdays-surf-nyc-new-york-2,22.0,32,0.6875
sawada-coffee-new-york,30.0,35,0.8571428571428571
schmackarys-new-york,3.0,40,0.075
schmackarys-new-york-4,3.0,36,0.08333333333333333
senbird-tea-new-york-2,0.0,2,0.0
seven-grams-caffe-new-york-3,84.0,101,0.8316831683168316
seven-grams-caffe-new-york-6,29.0,33,0.8787878787878788
seven-grams-caffe-new-york-7,60.0,73,0.821917808219178
seven-marketplace-new-york,2.0,16,0.125
shoe-bar-new-york-3,1.0,3,0.3333333333333333
signature-cafe-bar-new-york,3.0,7,0.42857142857142855
silk-road-cafe-new-york,16.0,40,0.4
silver-moon-bakery-new-york,29.0,100,0.29
simit-sarayi-new-york-2,1.0,1,1.0
simon-sips-new-york-4,97.0,107,0.9065420560747663
skyline-gourmet-deli-new-york,3.0,40,0.075
sliced-new-york-2,6.0,100,0.06
smile-to-go-new-york-2,19.0,60,0.31666666666666665
smile-to-go-new-york-8,16.0,43,0.37209302325581395
smith-deli-new-york,1.0,1,1.0
softbite-new-york,8.0,40,0.2
sosnoff-cafe-new-york,3.0,3,1.0
spice-professors-new-york-3,0.0,8,0.0
spices-and-tease-new-york-3,0.0,25,0.0
spiritea-new-york-3,4.0,40,0.1
spot-dessert-bar-new-york-2,11.0,60,0.18333333333333332
spot-dessert-bar-new-york-3,1.0,40,0.025
springbone-kitchen-new-york,5.0,40,0.125
springbone-kitchen-new-york-3,6.0,29,0.20689655172413793
st-kilda-coffee-new-york,95.0,100,0.95
st-kilda-coffee-new-york-3,15.0,16,0.9375
starbucks-brooklyn-17,32.0,66,0.48484848484848486
starbucks-brooklyn-21,29.0,67,0.43283582089552236
starbucks-brooklyn-40,24.0,45,0.5333333333333333
starbucks-brooklyn-6,46.0,100,0.46
starbucks-brooklyn-78,1.0,9,0.1111111111111111
starbucks-edgewater-2,51.0,100,0.51
starbucks-edgewater-7,7.0,10,0.7
starbucks-new-york-105,16.0,33,0.48484848484848486
starbucks-new-york-109,26.0,40,0.65
starbucks-new-york-114,20.0,39,0.5128205128205128
starbucks-new-york-119,25.0,44,0.5681818181818182
starbucks-new-york-120,45.0,100,0.45
starbucks-new-york-121,33.0,71,0.4647887323943662
starbucks-new-york-123,25.0,67,0.373134328358209
starbucks-new-york-124,50.0,100,0.5
starbucks-new-york-125,25.0,53,0.4716981132075472
starbucks-new-york-128,20.0,40,0.5
starbucks-new-york-131,18.0,46,0.391304347826087
starbucks-new-york-134,48.0,100,0.48
starbucks-new-york-137,28.0,63,0.4444444444444444
starbucks-new-york-138,14.0,43,0.32558139534883723
starbucks-new-york-139,9.0,39,0.23076923076923078
starbucks-new-york-140,32.0,65,0.49230769230769234
starbucks-new-york-143,40.0,81,0.49382716049382713
starbucks-new-york-144,47.0,100,0.47
starbucks-new-york-147,0.0,2,0.0
starbucks-new-york-148,13.0,37,0.35135135135135137
starbucks-new-york-149,39.0,85,0.4588235294117647
starbucks-new-york-151,29.0,51,0.5686274509803921
starbucks-new-york-152,26.0,58,0.4482758620689655
starbucks-new-york-153,44.0,101,0.43564356435643564
starbucks-new-york-154,24.0,42,0.5714285714285714
starbucks-new-york-155,24.0,36,0.6666666666666666
starbucks-new-york-158,34.0,60,0.5666666666666667
starbucks-new-york-161,7.0,15,0.4666666666666667
starbucks-new-york-162,32.0,82,0.3902439024390244
starbucks-new-york-164,22.0,42,0.5238095238095238
starbucks-new-york-165,33.0,66,0.5
starbucks-new-york-166,20.0,38,0.5263157894736842
starbucks-new-york-168,48.0,100,0.48
starbucks-new-york-173,14.0,37,0.3783783783783784
starbucks-new-york-176,21.0,54,0.3888888888888889
starbucks-new-york-180,15.0,35,0.42857142857142855
starbucks-new-york-181,31.0,55,0.5636363636363636
starbucks-new-york-188,22.0,52,0.4230769230769231
starbucks-new-york-189,27.0,66,0.4090909090909091
starbucks-new-york-193,30.0,74,0.40540540540540543
starbucks-new-york-194,1.0,9,0.1111111111111111
starbucks-new-york-196,22.0,47,0.46808510638297873
starbucks-new-york-198,9.0,31,0.2903225806451613
starbucks-new-york-204,46.0,100,0.46
starbucks-new-york-206,25.0,54,0.46296296296296297
starbucks-new-york-210,16.0,40,0.4
starbucks-new-york-214,21.0,58,0.3620689655172414
starbucks-new-york-215,21.0,44,0.4772727272727273
starbucks-new-york-217,24.0,48,0.5
starbucks-new-york-218,35.0,61,0.5737704918032787
starbucks-new-york-220,31.0,70,0.44285714285714284
starbucks-new-york-222,20.0,34,0.5882352941176471
starbucks-new-york-224,26.0,60,0.43333333333333335
starbucks-new-york-225,26.0,55,0.4727272727272727
starbucks-new-york-227,26.0,58,0.4482758620689655
starbucks-new-york-228,4.0,16,0.25
starbucks-new-york-229,17.0,40,0.425
starbucks-new-york-232,29.0,69,0.42028985507246375
starbucks-new-york-234,21.0,39,0.5384615384615384
starbucks-new-york-239,9.0,19,0.47368421052631576
starbucks-new-york-240,12.0,27,0.4444444444444444
starbucks-new-york-241,21.0,36,0.5833333333333334
starbucks-new-york-250,10.0,18,0.5555555555555556
starbucks-new-york-253,18.0,40,0.45
starbucks-new-york-256,31.0,64,0.484375
starbucks-new-york-263,24.0,52,0.46153846153846156
starbucks-new-york-264,22.0,40,0.55
starbucks-new-york-266,20.0,50,0.4
starbucks-new-york-268,30.0,58,0.5172413793103449
starbucks-new-york-273,38.0,83,0.4578313253012048
starbucks-new-york-278,49.0,100,0.49
starbucks-new-york-290,16.0,39,0.41025641025641024
starbucks-new-york-294,18.0,41,0.43902439024390244
starbucks-new-york-295,16.0,43,0.37209302325581395
starbucks-new-york-300,33.0,63,0.5238095238095238
starbucks-new-york-303,18.0,47,0.3829787234042553
starbucks-new-york-306,25.0,54,0.46296296296296297
starbucks-new-york-307,31.0,56,0.5535714285714286
starbucks-new-york-308,36.0,100,0.36
starbucks-new-york-310,32.0,54,0.5925925925925926
starbucks-new-york-314,24.0,50,0.48
starbucks-new-york-315,35.0,69,0.5072463768115942
starbucks-new-york-318,11.0,30,0.36666666666666664
starbucks-new-york-322,33.0,65,0.5076923076923077
starbucks-new-york-327,38.0,65,0.5846153846153846
starbucks-new-york-329,22.0,51,0.43137254901960786
starbucks-new-york-331,37.0,79,0.46835443037974683
starbucks-new-york-335,26.0,69,0.37681159420289856
starbucks-new-york-342,36.0,72,0.5
starbucks-new-york-343,19.0,36,0.5277777777777778
starbucks-new-york-345,23.0,59,0.3898305084745763
starbucks-new-york-346,8.0,20,0.4
starbucks-new-york-347,41.0,89,0.4606741573033708
starbucks-new-york-348,25.0,55,0.45454545454545453
starbucks-new-york-350,14.0,26,0.5384615384615384
starbucks-new-york-352,41.0,69,0.5942028985507246
starbucks-new-york-354,22.0,60,0.36666666666666664
starbucks-new-york-355,20.0,40,0.5
starbucks-new-york-360,6.0,25,0.24
starbucks-new-york-361,35.0,58,0.603448275862069
starbucks-new-york-362,22.0,52,0.4230769230769231
starbucks-new-york-366,20.0,45,0.4444444444444444
starbucks-new-york-367,29.0,52,0.5576923076923077
starbucks-new-york-372,20.0,35,0.5714285714285714
starbucks-new-york-373,11.0,39,0.28205128205128205
starbucks-new-york-377,14.0,40,0.35
starbucks-new-york-379,26.0,57,0.45614035087719296
starbucks-new-york-380,21.0,38,0.5526315789473685
starbucks-new-york-381,16.0,31,0.5161290322580645
starbucks-new-york-384,12.0,31,0.3870967741935484
starbucks-new-york-386,27.0,40,0.675
starbucks-new-york-387,12.0,33,0.36363636363636365
starbucks-new-york-389,17.0,31,0.5483870967741935
starbucks-new-york-392,43.0,100,0.43
starbucks-new-york-395,25.0,48,0.5208333333333334
starbucks-new-york-396,14.0,28,0.5
starbucks-new-york-397,21.0,44,0.4772727272727273
starbucks-new-york-400,20.0,40,0.5
starbucks-new-york-404,24.0,45,0.5333333333333333
starbucks-new-york-415,19.0,47,0.40425531914893614
starbucks-new-york-417,22.0,42,0.5238095238095238
starbucks-new-york-423,11.0,34,0.3235294117647059
starbucks-new-york-426,38.0,81,0.4691358024691358
starbucks-new-york-428,20.0,40,0.5
starbucks-new-york-430,13.0,27,0.48148148148148145
starbucks-new-york-433,23.0,50,0.46
starbucks-new-york-434,6.0,13,0.46153846153846156
starbucks-new-york-437,23.0,42,0.5476190476190477
starbucks-new-york-441,25.0,56,0.44642857142857145
starbucks-new-york-443,20.0,54,0.37037037037037035
starbucks-new-york-444,21.0,44,0.4772727272727273
starbucks-new-york-445,27.0,58,0.46551724137931033
starbucks-new-york-446,24.0,47,0.5106382978723404
starbucks-new-york-447,24.0,50,0.48
starbucks-new-york-448,14.0,29,0.4827586206896552
starbucks-new-york-451,16.0,36,0.4444444444444444
starbucks-new-york-457,33.0,76,0.4342105263157895
starbucks-new-york-459,10.0,16,0.625
starbucks-new-york-464,24.0,37,0.6486486486486487
starbucks-new-york-467,28.0,57,0.49122807017543857
starbucks-new-york-469,17.0,32,0.53125
starbucks-new-york-470,14.0,27,0.5185185185185185
starbucks-new-york-474,28.0,46,0.6086956521739131
starbucks-new-york-480,12.0,34,0.35294117647058826
starbucks-new-york-481,6.0,21,0.2857142857142857
starbucks-new-york-487,26.0,49,0.5306122448979592
starbucks-new-york-493,14.0,28,0.5
starbucks-new-york-494,5.0,12,0.4166666666666667
starbucks-new-york-495,32.0,61,0.5245901639344263
starbucks-new-york-496,23.0,47,0.48936170212765956
starbucks-new-york-499,1.0,5,0.2
starbucks-new-york-500,19.0,43,0.4418604651162791
starbucks-new-york-501,4.0,20,0.2
starbucks-new-york-503,5.0,23,0.21739130434782608
starbucks-new-york-504,10.0,25,0.4
starbucks-new-york-505,9.0,23,0.391304347826087
starbucks-new-york-506,17.0,46,0.3695652173913043
starbucks-new-york-511,14.0,27,0.5185185185185185
starbucks-new-york-516,21.0,64,0.328125
starbucks-new-york-519,2.0,6,0.3333333333333333
starbucks-new-york-522,3.0,7,0.42857142857142855
starbucks-new-york-524,17.0,30,0.5666666666666667
starbucks-new-york-526,5.0,6,0.8333333333333334
starbucks-new-york-528,6.0,12,0.5
starbucks-new-york-529,14.0,26,0.5384615384615384
starbucks-new-york-530,8.0,19,0.42105263157894735
starbucks-new-york-531,20.0,26,0.7692307692307693
starbucks-new-york-532,26.0,59,0.4406779661016949
starbucks-new-york-534,9.0,17,0.5294117647058824
starbucks-new-york-535,52.0,93,0.5591397849462365
starbucks-new-york-536,4.0,9,0.4444444444444444
starbucks-new-york-537,6.0,19,0.3157894736842105
starbucks-new-york-539,3.0,7,0.42857142857142855
starbucks-new-york-540,11.0,19,0.5789473684210527
starbucks-new-york-541,27.0,57,0.47368421052631576
starbucks-new-york-543,0.0,1,0.0
starbucks-new-york-544,6.0,9,0.6666666666666666
starbucks-new-york-545,7.0,12,0.5833333333333334
starbucks-new-york-546,3.0,5,0.6
starbucks-new-york-548,23.0,58,0.39655172413793105
starbucks-new-york-549,1.0,1,1.0
starbucks-new-york-551,2.0,3,0.6666666666666666
starbucks-new-york-553,13.0,38,0.34210526315789475
starbucks-new-york-554,14.0,30,0.4666666666666667
starbucks-new-york-555,9.0,24,0.375
starbucks-new-york-556,12.0,18,0.6666666666666666
starbucks-new-york-557,6.0,22,0.2727272727272727
starbucks-new-york-558,17.0,30,0.5666666666666667
starbucks-new-york-561,12.0,33,0.36363636363636365
starbucks-new-york-562,19.0,41,0.4634146341463415
starbucks-new-york-563,23.0,51,0.45098039215686275
starbucks-new-york-564,24.0,49,0.4897959183673469
starbucks-new-york-565,9.0,28,0.32142857142857145
starbucks-new-york-566,16.0,29,0.5517241379310345
starbucks-new-york-567,16.0,28,0.5714285714285714
starbucks-new-york-568,2.0,5,0.4
starbucks-new-york-570,1.0,3,0.3333333333333333
starbucks-new-york-573,7.0,22,0.3181818181818182
starbucks-new-york-574,5.0,14,0.35714285714285715
starbucks-new-york-575,3.0,8,0.375
starbucks-new-york-577,7.0,10,0.7
starbucks-new-york-585,0.0,3,0.0
starbucks-new-york-586,1.0,2,0.5
starbucks-new-york-590,5.0,6,0.8333333333333334
starbucks-new-york-595,1.0,1,1.0
starbucks-ny,14.0,39,0.358974358974359
starbucks-pickup-new-york,1.0,2,0.5
starbucks-reserve-new-york-3,21.0,38,0.5526315789473685
starbucks-reserve-new-york-4,20.0,38,0.5263157894736842
starbucks-reserve-new-york-5,38.0,99,0.3838383838383838
starbucks-west-new-york,29.0,50,0.58
stella-and-fly-new-york,52.0,80,0.65
stone-street-coffee-company-manhattan,67.0,74,0.9054054054054054
storico-new-york,18.0,100,0.18
stumptown-coffee-roasters-new-york,87.0,101,0.8613861386138614
stumptown-coffee-roasters-new-york-2,40.0,45,0.8888888888888888
sullivan-street-tea-and-spice-company-manhattan,3.0,40,0.075
summers-soho-new-york,27.0,66,0.4090909090909091
sunburst-espresso-bar-new-york,42.0,106,0.39622641509433965
sunday-to-sunday-new-york-2,2.0,2,1.0
sunflower-espresso-bar-new-york,1.0,1,1.0
suns-organic-garden-new-york-2,1.0,60,0.016666666666666666
super-nice-coffee-and-bakery-new-york-3,43.0,55,0.7818181818181819
swallow-cafe-brooklyn-4,0.0,1,0.0
sweet-churros-new-york-2,1.0,40,0.025
sweet-corner-bakeshop-new-york,13.0,51,0.2549019607843137
sweet-corner-new-york,1.0,1,1.0
sweet-moment-new-york,55.0,119,0.46218487394957986
sweetleaf-long-island-city-3,78.0,100,0.78
sweetleaf-long-island-city-4,70.0,100,0.7
t2-new-york,1.0,40,0.025
t2-tea-new-york-3,0.0,9,0.0
table-866-new-york,1.0,2,0.5
takahachi-bakery-new-york,30.0,111,0.2702702702702703
tap-nyc-new-york,29.0,100,0.29
taylor-st-baristas-new-york,80.0,104,0.7692307692307693
taza-cafe-and-deli-new-york,3.0,40,0.075
tbaar-new-york-12,2.0,16,0.125
tea-and-sympathy-new-york,4.0,40,0.1
tea-drunk-new-york-2,4.0,40,0.1
tea-magic-new-york-2,9.0,100,0.09
teado-tea-shop-new-york-6,3.0,60,0.05
telegraphe-cafe-new-york-3,66.0,101,0.6534653465346535
tenny-and-betsy-tea-and-pop-ups-new-york,10.0,74,0.13513513513513514
terremoto-coffee-new-york,84.0,93,0.9032258064516129
the-alley-new-york-2,2.0,40,0.05
the-bagel-mill-new-york,11.0,100,0.11
the-bar-and-lounge-new-york,0.0,1,0.0
the-basque-bakery-new-york,0.0,1,0.0
the-bean-new-york-12,26.0,40,0.65
the-bean-new-york-15,6.0,9,0.6666666666666666
the-cibo-new-york,2.0,33,0.06060606060606061
the-coffee-inn-new-york,90.0,100,0.9
the-coffee-pot-new-york-2,33.0,35,0.9428571428571428
the-donut-pub-new-york-7,8.0,40,0.2
the-dough-club-new-york,7.0,60,0.11666666666666667
the-doughnut-project-new-york,5.0,60,0.08333333333333333
the-doughnut-project-new-york-5,29.0,100,0.29
the-elk-new-york,88.0,101,0.8712871287128713
the-fashion-chef-new-york,2.0,6,0.3333333333333333
the-flame-diner-new-york-2,7.0,40,0.175
the-good-kind-new-york,15.0,20,0.75
the-granddaddy-new-york-2,36.0,40,0.9
the-great-american-bagel-bakery-new-york,4.0,25,0.16
the-grey-dog-new-york-6,10.0,40,0.25
the-grey-dog-nolita-new-york-3,13.0,60,0.21666666666666667
the-grey-dog-union-square-new-york,24.0,66,0.36363636363636365
the-jeffrey-craft-beer-and-bites-new-york,3.0,40,0.075
the-jolly-goat-coffee-bar-new-york,95.0,103,0.9223300970873787
the-kopi-trading-co-new-york-4,35.0,41,0.8536585365853658
the-lazy-llama-coffee-bar-new-york-2,76.0,89,0.8539325842696629
the-marlton-espresso-bar-new-york,8.0,15,0.5333333333333333
the-princess-cafe-new-york,1.0,1,1.0
the-sensuous-bean-new-york,77.0,86,0.8953488372093024
the-uncommons-new-york,22.0,60,0.36666666666666664
the-wooly-daily-new-york,61.0,73,0.8356164383561644
the-zodiac-room-new-york-2,3.0,18,0.16666666666666666
think-coffee-bowery-new-york,83.0,100,0.83
think-coffee-new-york-10,80.0,91,0.8791208791208791
think-coffee-new-york-13,81.0,89,0.9101123595505618
think-coffee-new-york-15,46.0,51,0.9019607843137255
think-coffee-new-york-16,11.0,13,0.8461538461538461
think-coffee-new-york-17,3.0,3,1.0
think-coffee-new-york-2,35.0,41,0.8536585365853658
think-coffee-new-york-3,87.0,100,0.87
think-coffee-new-york-4,80.0,101,0.7920792079207921
think-coffee-new-york-5,88.0,102,0.8627450980392157
think-coffee-new-york-8,6.0,6,1.0
third-rail-coffee-new-york,57.0,60,0.95
third-rail-coffee-new-york-2,34.0,40,0.85
three-jewels-cafe-new-york-2,13.0,14,0.9285714285714286
tianti-books-new-york,67.0,100,0.67
tim-hortons-new-york-7,22.0,37,0.5945945945945946
time-cafe-new-york-6,9.0,11,0.8181818181818182
tisane-pharmacy-and-cafe-new-york,20.0,30,0.6666666666666666
tisserie-new-york-2,73.0,101,0.7227722772277227
tlc-tea-house-new-york,0.0,2,0.0
tokuyama-salon-café-new-york,27.0,31,0.8709677419354839
tolstoy-alexandra-new-york,1.0,1,1.0
tonys-coffee-cart-manhattan,5.0,6,0.8333333333333334
tous-les-jours-new-york-3,12.0,40,0.3
tous-les-jours-new-york-4,9.0,40,0.225
tropic-berry-cafe-new-york-3,5.0,10,0.5
tulo-house-new-york,10.0,15,0.6666666666666666
turkish-coffee-cart-new-york,2.0,2,1.0
tutt-cafe-brooklyn,8.0,40,0.2
two-little-red-hens-new-york-4,2.0,100,0.02
u-tea-new-york,1.0,24,0.041666666666666664
ugc-eats-new-york,65.0,84,0.7738095238095238
uncle-pauls-pizza-new-york,0.0,40,0.0
underline-coffee-new-york,87.0,102,0.8529411764705882
urban-backyard-new-york,84.0,102,0.8235294117647058
urbanspace-at-570-lex-new-york,5.0,40,0.125
ut47-new-york-3,54.0,102,0.5294117647058824
v-nam-cafe-new-york,10.0,60,0.16666666666666666
van-leeuwen-ice-cream-new-york-10,1.0,100,0.01
van-leeuwen-ice-cream-new-york-23,4.0,60,0.06666666666666667
van-leeuwen-ice-cream-new-york-24,8.0,99,0.08080808080808081
van-leeuwen-ice-cream-new-york-39,6.0,40,0.15
van-leeuwen-ice-cream-new-york-6,2.0,60,0.03333333333333333
van-leeuwen-ice-cream-new-york-7,1.0,40,0.025
variety-coffee-roasters-new-york-4,54.0,63,0.8571428571428571
via-trenta-pizzoteca-new-york-2,3.0,22,0.13636363636363635
vin-sur-vingt-new-york-5,2.0,58,0.034482758620689655
vivi-bubble-tea-new-york-10,1.0,40,0.025
vivi-bubble-tea-new-york-3,4.0,100,0.04
voyager-espresso-new-york,92.0,100,0.92
washington-square-diner-new-york,7.0,40,0.175
wattle-cafe-new-york,46.0,100,0.46
wattle-cafe-new-york-2,1.0,4,0.25
waypoint-cafe-new-york,18.0,28,0.6428571428571429
we-bagel-long-island-city,12.0,40,0.3
westside-coffee-shop-new-york,10.0,40,0.25
whistle-and-fizz-new-york-4,41.0,60,0.6833333333333333
xxx-coffee-new-york,3.0,4,0.75
yanni-s-coffee-new-york,60.0,65,0.9230769230769231
yaya-tea-garden-new-york-3,4.0,60,0.06666666666666667
yaya-tea-garden-new-york-6,5.0,60,0.08333333333333333
yours-truly-new-york-4,77.0,87,0.8850574712643678
yura-new-york,4.0,4,1.0
yuras-blue-plate-new-york,21.0,100,0.21
zannys-cafe-new-york,12.0,20,0.6
zaros-family-bakery-grand-central-terminal-track-34-new-york,8.0,22,0.36363636363636365
zibetto-espresso-bar-new-york,84.0,101,0.8316831683168316
zibetto-espresso-bar-new-york-4,76.0,82,0.926829268292683
zibetto-espresso-bar-new-york-7,8.0,8,1.0
zoni-cafe-new-york-8,5.0,23,0.21739130434782608
zuckers-bagels-and-smoked-fish-new-york-10,6.0,40,0.15
zuckers-bagels-and-smoked-fish-new-york-7,10.0,100,0.1
épicerie-boulud-new-york-7,22.0,51,0.43137254901960786
